row,score
117,7.4418
477,7.4175
3360,7.4159
183,7.4158
2253,7.4139
2702,7.4044
2316,7.3803
2458,7.3803
2999,7.3714
3179,7.3636
288,7.3543
1817,7.3523
858,7.3469
3296,7.3292
545,7.3246
290,7.3066
415,7.2973
88,7.2972
367,7.2967
12,7.2751
653,7.2734
444,7.2673
3371,7.2647
623,7.2562
418,7.2467
3420,7.2377
4000,7.2068
410,7.1868
3377,7.186
1058,7.1798
438,7.1743
1671,7.1631
3508,7.16
4,7.1556
2193,7.1477
591,7.1183
3785,7.1125
42,7.1084
3275,7.105
3568,7.0969
2031,7.0879
3849,7.0853
2764,7.0841
1448,7.0784
238,7.0596
314,7.0566
2932,7.05
1849,7.0286
196,7.0186
3893,7.0175
3787,7.0172
456,7.0149
2988,6.988
997,6.972
2454,6.9544
1089,6.9413
3294,6.9403
3462,6.9322
1728,6.9265
644,6.9128
3402,6.9072
191,6.8973
109,6.8799
3287,6.851
1565,6.8397
3127,6.8147
1741,6.7933
565,6.7908
425,6.7864
478,6.7781
3251,6.7517
737,6.7372
3416,6.7153
2327,6.694
2262,6.6579
1795,6.6496
1778,6.6449
2948,6.6357
122,6.6342
510,6.5926
3211,6.5887
1082,6.5858
144,6.5672
281,6.5665
3321,6.5619
1029,6.5389
135,6.5305
3744,6.53
369,6.5253
273,6.5135
365,6.5093
2864,6.5013
613,6.4998
1679,6.4589
643,6.4484
2610,6.4201
431,6.4156
3660,6.414
549,6.4102
1453,6.4049
589,6.4012
577,6.3955
3470,6.3955
2359,6.394
2663,6.3895
586,6.3822
797,6.3758
3986,6.3713
2489,6.3584
2207,6.3562
3398,6.3526
432,6.3497
171,6.3297
588,6.3289
167,6.3275
2209,6.3208
1787,6.3194
407,6.2975
436,6.2763
3304,6.2632
427,6.2577
543,6.2569
1933,6.247
124,6.2463
38,6.2431
3516,6.2423
3154,6.2186
1145,6.2165
2200,6.2089
296,6.1962
2485,6.1854
618,6.1765
650,6.1624
2136,6.1545
620,6.1542
1665,6.1465
3014,6.1342
1755,6.0948
508,6.0937
2484,6.0806
822,6.0727
165,6.0692
1345,6.0669
3687,6.065
198,6.056
16,6.0312
608,6.0308
3174,6.0302
3106,6.0255
3227,6.0216
686,6.0105
3525,5.9966
3608,5.98
529,5.9779
3330,5.9507
360,5.9492
489,5.9444
3698,5.9192
2637,5.9116
1948,5.9082
605,5.9035
694,5.8962
708,5.8885
412,5.8792
3010,5.8763
47,5.8642
1802,5.8608
2595,5.8582
114,5.8576
2005,5.8299
2775,5.8206
3749,5.8193
297,5.8171
226,5.8104
641,5.8063
1460,5.7992
1300,5.7931
361,5.7875
1363,5.7797
141,5.7714
258,5.7631
173,5.7617
3444,5.7614
2697,5.7276
112,5.7188
2073,5.7147
2230,5.7104
2823,5.7085
3599,5.7068
483,5.7042
1536,5.7034
1829,5.6922
2016,5.6852
547,5.685
3573,5.6814
1308,5.6813
1868,5.6717
459,5.6706
592,5.6392
1426,5.6384
3022,5.6377
636,5.6341
2488,5.6277
3501,5.627
2259,5.6211
159,5.6208
533,5.6162
3692,5.6148
177,5.611
539,5.6099
594,5.599
256,5.5529
370,5.5514
572,5.5388
2122,5.5375
3389,5.5346
517,5.5269
1361,5.5206
175,5.5184
79,5.5058
515,5.5012
1097,5.4823
131,5.4792
3347,5.4763
3465,5.4711
2968,5.4612
1211,5.461
134,5.4472
87,5.4439
2694,5.435
2991,5.4279
609,5.4268
3334,5.4195
970,5.4186
563,5.4176
2561,5.4167
1724,5.41
400,5.4094
820,5.3791
2149,5.3647
305,5.3527
2530,5.3408
352,5.3138
24,5.3094
3767,5.3092
484,5.3083
102,5.3081
289,5.3079
1952,5.2999
3155,5.2911
1173,5.2881
3535,5.2863
1630,5.2836
1774,5.281
614,5.2733
593,5.273
381,5.2708
1038,5.2681
5,5.2622
785,5.2618
3640,5.2601
460,5.2593
654,5.2583
3775,5.248
3204,5.2441
3454,5.233
760,5.2323
392,5.2236
233,5.2112
560,5.1977
3144,5.19
651,5.1888
3114,5.1707
1685,5.1497
1355,5.1486
509,5.1399
170,5.1384
1007,5.1259
1611,5.1247
1078,5.1099
242,5.1078
666,5.1038
286,5.1014
1133,5.0988
442,5.0982
3381,5.0947
331,5.0906
581,5.0799
657,5.0778
363,5.0626
1506,5.0615
3037,5.0475
2289,5.0422
379,5.0405
2298,5.0262
2683,5.0231
1959,5.02
3636,5.0157
2092,4.9987
711,4.9984
2703,4.9984
3122,4.9984
1338,4.9875
556,4.979
773,4.9725
2188,4.9724
585,4.9713
54,4.9686
3713,4.9684
2398,4.9646
720,4.9623
2132,4.9566
2088,4.9491
156,4.9484
419,4.943
3512,4.9415
2810,4.9313
2299,4.9293
2275,4.9178
292,4.9131
717,4.9033
696,4.9025
2688,4.8896
1964,4.8836
678,4.8795
2051,4.8665
2985,4.8516
3661,4.8503
3401,4.846
153,4.8454
575,4.8347
873,4.8299
404,4.8216
2108,4.8101
811,4.8073
813,4.8073
2568,4.8013
506,4.7993
779,4.7941
1207,4.7914
3005,4.788
350,4.7805
2919,4.7762
158,4.7752
487,4.7684
649,4.7557
1144,4.7539
778,4.7531
58,4.747
271,4.7286
110,4.7285
2324,4.725
1807,4.7097
542,4.7073
3313,4.7041
1508,4.6957
14,4.6915
1510,4.6694
99,4.6507
166,4.6491
378,4.6452
920,4.6404
2878,4.6303
1887,4.6109
440,4.5932
528,4.5926
67,4.5855
2117,4.5801
837,4.5792
179,4.5732
44,4.5533
397,4.5514
3825,4.528
3449,4.5216
1628,4.5078
1092,4.5049
2107,4.504
602,4.5013
550,4.4969
1234,4.4856
1319,4.4689
3685,4.4383
263,4.4375
1786,4.4304
234,4.4298
3286,4.4278
1393,4.4141
1771,4.4116
648,4.4082
3708,4.4063
464,4.3918
1291,4.3818
1973,4.3781
1937,4.3736
615,4.3719
1993,4.3683
2202,4.3683
3734,4.3653
1287,4.3615
1420,4.3527
1143,4.3517
766,4.3512
1388,4.3503
77,4.3485
1430,4.3447
980,4.3435
1102,4.3418
3816,4.3344
4008,4.333
2946,4.3281
178,4.3126
3263,4.3084
3424,4.3019
3947,4.3019
2885,4.3014
1604,4.2833
743,4.2815
2872,4.2804
1135,4.2778
1240,4.2757
2413,4.2736
1792,4.2652
218,4.2641
3095,4.2559
1531,4.2422
466,4.2418
3375,4.2398
3528,4.2243
3283,4.222
573,4.2215
525,4.2176
1288,4.205
1238,4.1979
530,4.1949
255,4.1834
2824,4.1783
91,4.1757
824,4.1708
1263,4.1619
3851,4.1611
2368,4.1528
1982,4.1496
3799,4.1476
2370,4.1371
3241,4.1305
3407,4.1248
1451,4.1241
251,4.1221
2427,4.1143
2546,4.1034
3128,4.099
227,4.0923
1543,4.0755
2765,4.0705
3390,4.0619
164,4.0522
834,4.0426
106,4.0374
2065,4.0317
2231,4.0146
1938,4.0122
2274,4.0006
3881,3.9992
681,3.9907
1605,3.9861
2942,3.97
2401,3.9633
2497,3.9584
336,3.9531
2426,3.9519
294,3.949
3427,3.9489
731,3.9457
3699,3.9454
659,3.9448
2928,3.9447
2146,3.9426
3494,3.9387
576,3.9356
2060,3.923
2300,3.9162
197,3.9108
1387,3.9078
3758,3.9029
682,3.8989
6,3.889
2960,3.8877
1934,3.8833
2896,3.8694
600,3.8621
2849,3.8613
2078,3.853
3514,3.8444
2904,3.8366
62,3.8292
3288,3.8131
57,3.8017
1481,3.8006
1298,3.8001
3875,3.7994
1160,3.7973
3779,3.7939
590,3.7903
2552,3.7781
627,3.7717
56,3.7714
200,3.7492
3342,3.7417
1511,3.7349
374,3.7336
2643,3.7242
1989,3.7202
409,3.7135
2716,3.7134
2789,3.7111
923,3.7057
702,3.7046
536,3.681
2408,3.6801
3040,3.6765
2314,3.6539
752,3.6529
1182,3.6518
73,3.6482
2140,3.6448
646,3.6301
2626,3.6277
535,3.6254
1407,3.6222
32,3.6178
1696,3.612
3606,3.6067
3803,3.5988
20,3.5986
3536,3.5984
2649,3.5973
380,3.5873
235,3.5824
1689,3.5791
1107,3.5721
1694,3.5605
827,3.5599
45,3.5523
518,3.5512
1517,3.5504
765,3.5389
603,3.5267
567,3.5236
3055,3.5218
1045,3.4829
222,3.4796
3653,3.4757
2514,3.4679
450,3.4565
872,3.4546
3234,3.4546
69,3.4527
1515,3.4436
3368,3.4238
918,3.4207
2024,3.4187
1985,3.4179
123,3.3993
631,3.3926
1040,3.3926
3914,3.391
121,3.3888
966,3.3801
277,3.3709
541,3.3611
583,3.3581
1968,3.3553
2215,3.353
3081,3.3449
3961,3.3403
2597,3.3375
3053,3.3358
130,3.3292
1066,3.3237
3437,3.3188
741,3.3176
658,3.3147
154,3.3124
1718,3.3102
1402,3.3042
1586,3.2961
387,3.2937
617,3.2923
385,3.2899
546,3.2736
3156,3.2672
2521,3.2598
2041,3.2582
202,3.2516
2931,3.2482
1165,3.2291
3511,3.2263
371,3.2239
2787,3.2239
1655,3.2193
27,3.2187
642,3.2177
897,3.2172
1128,3.2105
994,3.1979
3626,3.1756
2887,3.171
241,3.1692
449,3.1532
580,3.1429
507,3.1391
2238,3.1348
640,3.1309
462,3.1293
1021,3.1263
537,3.1189
1130,3.1119
275,3.1099
1193,3.1036
142,3.0986
764,3.0953
630,3.0924
406,3.0906
3343,3.0821
2771,3.0636
2580,3.0626
2381,3.0482
1780,3.0449
3436,3.0444
201,3.0412
1767,3.0409
3239,3.0386
2028,3.0376
3743,3.0359
1988,3.0331
595,3.0171
261,3.0138
2769,3.0065
3384,3.0023
815,2.9935
3951,2.9935
656,2.9807
315,2.9706
2888,2.9552
1023,2.9529
1620,2.9529
2738,2.9516
564,2.9455
633,2.9291
3357,2.9264
3498,2.9215
1044,2.921
2255,2.9209
2574,2.9209
2121,2.9146
519,2.911
3142,2.9105
394,2.9103
328,2.9101
3078,2.9036
480,2.9018
239,2.8989
2309,2.8873
1781,2.8865
2987,2.8805
221,2.8803
562,2.8796
451,2.8584
348,2.8575
3121,2.8545
13,2.851
3051,2.8437
999,2.8272
3735,2.8258
499,2.823
3644,2.818
391,2.8146
2983,2.8098
498,2.8057
2257,2.8014
3850,2.8014
670,2.7934
3112,2.7934
2550,2.7932
317,2.7855
2244,2.7847
2726,2.7839
2831,2.7705
2721,2.7695
4011,2.7636
1870,2.7613
3666,2.7604
740,2.7563
1602,2.7508
4003,2.7485
1640,2.7481
561,2.744
1366,2.7405
186,2.7361
2798,2.7344
531,2.7331
866,2.73
34,2.727
2622,2.7192
3965,2.718
496,2.7141
298,2.7131
253,2.71
3018,2.7095
863,2.7086
1883,2.704
685,2.701
1750,2.701
1076,2.7009
168,2.6954
3284,2.6931
890,2.6913
1473,2.6894
411,2.6893
3711,2.6841
3426,2.6799
2909,2.6772
1265,2.6723
847,2.6598
139,2.6586
60,2.654
2029,2.6539
965,2.6535
63,2.6503
940,2.65
2758,2.6478
76,2.6453
2103,2.6404
3000,2.6404
823,2.6308
2642,2.6308
2772,2.6293
1015,2.6247
188,2.6244
2198,2.6235
2846,2.6212
638,2.6115
3030,2.6115
584,2.6092
217,2.6064
2216,2.5986
2380,2.597
1889,2.5931
3581,2.5931
299,2.5903
3635,2.5879
3235,2.5876
2875,2.5832
3061,2.5821
3289,2.5705
2563,2.5682
2640,2.5659
2099,2.5655
247,2.5646
443,2.5638
176,2.5627
1745,2.5587
351,2.5585
3035,2.5564
3984,2.5545
559,2.5492
2100,2.545
2355,2.542
3164,2.5399
1859,2.5385
3482,2.5307
647,2.5301
2607,2.5267
500,2.5186
3859,2.5128
3826,2.5123
1610,2.512
2705,2.512
1137,2.5033
1254,2.5033
2926,2.5033
3664,2.5033
1990,2.4896
1623,2.4872
136,2.4871
1105,2.4853
684,2.4816
319,2.4809
2996,2.4789
3903,2.4764
3335,2.4676
974,2.4627
3280,2.4601
72,2.4586
26,2.4544
2596,2.4526
2018,2.4502
3203,2.4502
3285,2.4502
2912,2.4416
1493,2.4405
1364,2.4388
89,2.4364
3866,2.436
2558,2.4359
1825,2.4339
1872,2.433
3007,2.4259
3999,2.4185
2529,2.4161
3020,2.4161
552,2.4086
3186,2.4083
2908,2.4077
3356,2.4077
216,2.4066
455,2.4066
3382,2.4066
2478,2.4043
1861,2.4033
2473,2.4033
2862,2.3993
4007,2.3982
2295,2.3956
526,2.3951
1088,2.3924
606,2.3767
582,2.3753
2179,2.3747
2935,2.3747
1930,2.3666
2056,2.3636
2730,2.3636
2062,2.3587
1156,2.3585
3987,2.3585
1601,2.3552
3161,2.3548
3369,2.3413
2379,2.3347
2743,2.3273
3415,2.3269
3609,2.3249
2627,2.3188
2319,2.3114
3993,2.3085
1400,2.2961
3255,2.2895
1034,2.288
1285,2.2822
2534,2.2809
454,2.2798
1322,2.2719
3500,2.2629
1791,2.2538
3936,2.2452
2559,2.2428
2761,2.2368
193,2.2351
1836,2.2344
306,2.2337
3658,2.2329
3306,2.2244
601,2.2231
2261,2.2191
2800,2.2154
2861,2.2105
2589,2.2076
268,2.2053
1837,2.2013
2712,2.2013
3168,2.1943
1827,2.1936
3405,2.1936
3750,2.1923
875,2.1875
1525,2.1874
3237,2.1862
3183,2.1857
3598,2.1857
3157,2.1852
382,2.1822
2168,2.1792
660,2.1782
1799,2.1769
3332,2.1769
3404,2.1769
2967,2.1737
3537,2.1668
2668,2.1605
2135,2.1602
390,2.1534
55,2.1532
2486,2.1523
2866,2.1468
2952,2.1465
2612,2.1425
2576,2.1405
1726,2.1402
78,2.1386
2720,2.1363
1516,2.1336
3485,2.1266
332,2.1212
18,2.1193
23,2.1132
1560,2.1076
1906,2.1013
2254,2.0895
452,2.0879
1347,2.0822
2288,2.0819
2581,2.0819
3584,2.0819
1571,2.0761
2061,2.0744
2318,2.073
3807,2.073
74,2.0714
3100,2.0669
1195,2.0576
2739,2.0576
46,2.0505
3107,2.0375
3253,2.0302
3579,2.0302
3039,2.0275
1336,2.0231
3813,2.0159
181,2.0126
1874,2.0089
2736,2.0089
2936,2.0089
2432,2.0018
579,1.992
3472,1.9821
2373,1.9811
3325,1.9811
3830,1.9742
709,1.9728
2981,1.9674
2376,1.9644
2057,1.9607
3471,1.9607
587,1.9566
690,1.9553
1203,1.9525
2779,1.949
3185,1.9474
3571,1.9449
1533,1.9448
2034,1.9342
2245,1.9277
1153,1.9262
2218,1.9212
2834,1.9212
3271,1.9212
1149,1.9102
1499,1.9084
1642,1.9079
2711,1.9039
2240,1.8958
3872,1.8895
3539,1.8841
402,1.8838
1824,1.8833
2513,1.8705
3695,1.8691
1455,1.8649
2020,1.864
2344,1.8589
1489,1.8469
190,1.8317
3199,1.8292
2671,1.827
883,1.8233
3063,1.8176
265,1.8123
372,1.812
1185,1.8061
1894,1.8061
1831,1.8029
570,1.8026
280,1.8001
43,1.7955
262,1.7849
3232,1.7735
972,1.7725
375,1.766
300,1.7659
3886,1.7577
2970,1.7545
231,1.7542
771,1.7509
150,1.7415
626,1.7402
2477,1.7402
1101,1.7349
295,1.7305
3896,1.7245
604,1.7218
270,1.7197
337,1.7197
3985,1.7193
321,1.7176
48,1.7119
3950,1.709
3099,1.704
162,1.7034
1280,1.6989
2676,1.6939
95,1.6832
339,1.6566
2112,1.6547
2397,1.6547
3478,1.6452
223,1.6427
327,1.6423
1495,1.6405
287,1.6393
619,1.6363
2443,1.6358
2412,1.6128
224,1.6105
2474,1.6037
3673,1.6037
2892,1.5993
469,1.587
230,1.5789
151,1.5774
1184,1.5686
2953,1.5653
3864,1.5643
1371,1.56
113,1.5592
51,1.5568
3316,1.5349
3938,1.5227
50,1.5066
1230,1.5009
2842,1.4643
2945,1.4629
1573,1.4499
146,1.4494
540,1.4468
2998,1.4349
612,1.4193
964,1.4123
607,1.4049
2128,1.3841
494,1.3512
3540,1.3472
503,1.3386
527,1.3257
414,1.3246
1529,1.3178
3460,1.3178
274,1.2957
2075,1.2866
558,1.286
36,1.2741
3791,1.2583
493,1.2531
3300,1.2366
3050,1.2221
557,1.2163
322,1.1651
3918,1.1613
66,1.1018
330,1.0847
2619,1.0831
422,1.0752
129,1.0718
316,1.0679
86,1.0655
318,1.0619
1486,1.0467
555,1.0425
534,1.041
325,1.038
269,1.0336
185,1.0288
25,1.0233
441,1.0228
82,1.0219
554,1.0133
307,1.0064
2613,1.0027
475,0.9949
28,0.966
194,0.9384
553,0.9281
532,0.9002
3921,0.8965
551,0.8948
100,0.8856
30,0.8552
461,0.8546
214,0.831
403,0.8064
157,0.8019
68,0.7974
119,0.7897
